regionID,zipCode,city,lat,lon,yearlyDemand,minutesPerStop
258,22880,CANFRANC,42.6513,-0.4517,1418,19.73079144146683
259,06200,ALMENDRALEJO,38.681,-6.4064,4350,18.900577120103296
260,41740,LEBRIJA,36.9192,-6.0761,1942,12.716105175194397
261,33879,TINEO,43.35769772727273,-6.407702272727272,447,32.12023535782237
262,50240,MORES,41.4733,-1.5649,1656,20.60906264244833
263,26526,CORNAGO,42.0651,-2.0953,125,17.433179448262266
264,06260,MONESTERIO,38.0882,-6.2722,272,19.201053604805804
265,06300,ZAFRA,38.4229,-6.4166,1878,21.097652477984084
266,48270,MARKINA-XEMEIN,43.2684,-2.4985,5504,13.682241114669491
267,49800,TORO,41.5242,-5.3953,751,20.825224506547237
268,06400,DON BENITO,38.9564,-5.8612,2172,20.153657055962164
269,39577,VEGA DE LIEBANA,43.0889625,-4.6832,267,13.918658234331206
270,24237,TORAL DE LOS GUZMANES,42.26583333333333,-5.565633333333333,343,23.709343709191955
271,33210,GIJON,43.5357,-5.6615,16772,13.004861217075026
272,17773,PONTOS,42.17636666666667,2.919833333333333,710,13.80298198193874
273,50830,VILLANUEVA DE GALLEGO,41.7692,-0.8235,387,20.696011614165652
274,23500,JODAR,37.8406,-3.3526,2272,17.4000855632952
275,32111,PADERNE DE ALLARIZ,42.4756,-7.9174,1898,17.842767497863427
276,46182,"CAÑADA, LA",39.53185,-0.4841499999999999,16697,14.489943853655923
277,49690,SAN CRISTOBAL DE ENTREVIÑAS,42.0458,-5.6347,1776,23.976613805599012
278,06614,ALMORCHON,38.7,-5.2833,376,22.28605747929128
279,06770,CASAS DE DON PEDRO,39.1082,-5.3308,230,23.286045883886654
280,28214,FRESNEDILLAS,40.1642,-3.7327,3689,13.017520665847831
281,06700,VILLANUEVA DE LA SERENA,38.9766,-5.7974,1431,21.209025519736556
282,34886,VELILLA DEL RIO CARRION,42.8261,-4.8463,781,26.100750845870348
283,24393,SANTA MARINA DEL REY,42.50082857142858,-5.836914285714286,1724,24.913885629170533
284,15689,ORDENES,43.0771380952381,-8.424495238095238,1485,14.961048502476098
285,15810,ARZUA,42.9281,-8.1641,1065,18.232626012388067
286,22423,ESTADILLA,42.0566,0.2436,3141,18.609519636253374
287,06870,"GARROVILLA, LA",38.9201,-6.4777,1018,18.269759475881084
288,46295,SUMACARCEL,39.06575,-0.61015,1243,18.225198366572062
289,06930,BERLANGA,38.2821,-5.8297,820,22.22188150169016
290,33459,CASTRILLON,43.54141111111111,-6.030788888888889,1499,21.017209858960488
291,10380,CIUDAD REAL,39.666,-5.8134,104,13.606335909474316
292,39860,RASINES,43.28878571428571,-3.454278571428571,1052,11.04861128284243
293,24010,LEON,42.6,-5.5703,2492,21.336217231248334
294,14549,"MONTIELA, LA",37.55945,-4.826925,1343,16.39241313795091
295,46837,QUATRETONDA,38.9459,-0.402,1165,14.962054705825503
296,10520,CASATEJADA,39.8868,-5.6819,912,14.199167619108792
297,43422,BARBERA DE LA CONCA,41.4,1.2333,5793,16.57326070238522
298,27720,PUENTE NUEVO,43.3262,-7.1462,642,23.284827255669335
299,21660,MINAS DE RIOTINTO,37.6969,-6.5943,513,18.912941912833805
300,34410,MONZÓN DE CAMPOS,42.116,-4.4928,7163,15.37087208743933
301,32540,"GUDIÑA, LA",42.011,-7.0647,266,22.72434709669964
302,13003,CIUDAD REAL,38.9906,-3.9272,7651,10.921834867251283
303,37310,MACOTERA,40.8304,-5.2856,387,28.866632939806504
304,32800,CELANOVA,42.1531,-7.9569,665,19.743188979965037
305,48006,BILBAO,43.2558,-2.9181,88033,9.036372114567463
306,14206,VALSEQUILLO,38.4055,-5.3513,416,23.23292858955941
307,10616,CASAS DEL CASTAÑAR,40.1104,-5.8988,877,12.556638010376304
308,39696,SELAYA,43.206575,-3.7754,784,11.03620182665762
309,45640,REAL DE SAN VICENTE (EL),40.0918,-4.6769,381,6.200399124403941
310,27865,OUROL,43.55831666666666,-7.6,1181,18.569614170240826
311,49200,BERMILLO DE SAYAGO,41.3665,-6.1122,315,19.916462981118595
312,45790,QUERO,39.5108,-3.2482,4327,9.677218174453227
313,15337,BARQUERO (MAÑON),43.61886666666666,-7.805716666666666,248,17.710480485680115
314,12400,SEGORBE,39.8508,-0.4881,607,15.296251334144333
315,36860,PONTEAREAS,42.1778,-8.5,881,14.389037750197424
316,14260,FUENTE LA LANCHA,38.4167,-5.0333,186,23.22380139250602
317,10630,PINOFRANQUEADO,40.2965,-6.33315,526,16.04764238621482
318,10440,ALDEANUEVA DE LA VERA,40.1271,-5.7015,985,12.324928607852865
319,08120,HOSPITALET DE LLOBREGAT,41.5172,2.198,55777,13.733504503002852
320,13500,PUERTOLLANO,38.688,-4.107,2918,14.72897270664924
321,28411,MORALZARZAL,40.6782,-3.9707,24007,12.471897357858136
322,28903,GETAFE,40.3184,-3.719,108799,10.977568523782828
323,10800,CORIA,39.9866,-6.5358,1332,18.1777568511077
324,23009,JAEN,37.7692,-3.7903,3138,14.82551422903474
325,17174,SAN FELIU DE PALLAROL,42.096900000000005,2.5213,4891,13.174383031429237
326,18151,"OGIJARES, LOS",37.1191,-3.6077,3263,18.7491356801769
327,13100,PIEDRABUENA,39.0349,-4.1755,740,12.447849132208322
328,25125,ALGUAIRE,41.7369,0.5836,2205,12.548441887869245
329,21449,LEPE,37.20755,-7.21985,235,11.429904799900015
330,45002,TOLEDO,39.8563,-4.0266,13289,6.959199294784167
331,15080,CORUÑA A,42.3749,-7.8049,695,16.731028934274246
332,12185,CUEVAS DE VINROMA,40.346525,0.1354,219,14.584804795219451
333,40593,SEGOVIA,41.281,-3.6014,4904,7.774739979613859
334,19133,BUDIA,40.627,-2.754314285714286,1134,28.827308364908706
335,43878,MASDENVERGE,40.7149,0.5311,4813,12.82904694440201
336,08211,CASTELLAR DEL VALLES,41.6167,2.075,24974,11.400330633600209
337,13412,CHILLON,38.796,-4.8663,583,15.913542152370294
338,45800,QUINTANAR DE LA ORDEN,39.5937,-3.0417,4684,9.862205993482632
339,15863,"BAÑA, LA",42.9054,-8.6916,1364,15.767924229975922
340,45170,SAN MARTIN DE PUSA,39.784,-4.6325,1700,10.108836504243564
341,27620,SAMOS,42.7329,-7.32,692,23.17625683677515
342,13670,VILLARRUBIA DE LOS OJOS,39.2208,-3.608,1212,11.915057187734192
343,49190,MORALES DEL VINO,41.4474,-5.7307,1592,18.05525414007148
344,15320,PUENTES DE GARCIA RODRIGUEZ,43.4262,-7.9567,800,14.607620541416871
345,39530,PUENTE SAN MIGUEL,43.359,-4.0851,8896,14.144062905425528
346,08240,MANRESA,41.725,1.8448,8204,15.634793693668426
347,49610,SANTIBAÑEZ DE VIDRIALES,42.0736,-6.0155,96,24.431105960016918
348,22660,ESCARRILLA,42.7345,-0.313,1046,19.739707557574835
349,14730,POSADAS,37.8026,-5.1081,890,20.472055621739095
350,17452,MASSANET DE LA SELVA,41.7653,2.6532,18546,12.459685386530435
351,33640,UJO,43.20507647058824,-5.7921,3243,16.109025672010436
352,27163,CORGO,42.88065454545454,-7.385068181818181,694,24.231127718140463
353,16250,CASTILLEJO DE INIESTA,39.5333,-1.7667,1090,13.186319661950781
354,15704,SANTIAGO DE COMPOSTELA,42.8805,-8.5457,13274,13.426771306161596
355,25750,TORA,41.8167,1.4,922,13.755879161655333
356,25793,COLL DE NARGO,42.139275,1.25675,1071,15.178612716204995
357,17142,VERGES,42.0619,3.0459,3245,14.078254626108489
358,28649,ROZAS DE PUERTO REAL,40.3167,-4.4833,1095,22.256703233821625
359,31360,FUNES,42.3149,-1.8018,3433,18.994304415415588
360,24410,CAMPONARAYA,42.59478333333333,-6.67165,3450,18.59037580055832
361,31150,MENDIGORRIA,42.616,-1.8448666666666669,690,21.404424541418372
362,14914,PALENCIANA,37.2486,-4.5828,760,16.138148726641433
363,12540,VILA-REAL,39.9333,-0.1,20446,12.71693545271188
364,22533,BELVER DE CINCA,41.7214,0.25375,503,18.485975852272563
365,16320,TALAYUELAS,39.8491,-1.2842,779,12.812916519823329
366,40003,SEGOVIA,40.9534,-4.1161,14570,11.356389437883113
367,24800,CISTIERNA,42.8035,-5.1269,394,26.373479529267605
368,19005,GUADALAJARA,40.6404,-3.1558,183,15.113325047485693
369,14350,CERRO MURIANO,37.8916,-4.7727,426,18.668582598228923
370,33584,SEVARES,43.35013125,-5.26170625,904,21.89506103464229
371,10864,TORRE DE DON MIGUEL,40.2233,-6.5769,236,18.45961885876789
372,08394,SANT VICENC DE MONTALT,41.5785,2.5088,15296,17.463555076623106
373,50344,MORATA DE JILOCA,41.248,-1.5867,183,20.03856859275101
374,44001,TERUEL,40.3422,-1.109,4710,14.8556330134469
375,25599,ARTIES,42.6984,0.8712,771,12.216955160604117
376,14460,DOS TORRES,38.4441,-4.8953,139,23.223801392506022
377,16640,BELMONTE,39.5576,-2.7046,850,19.621078360515753
378,27260,CASTRO RIBERAS DE LEA,43.1558,-7.5043,1630,20.630372903312576
379,46418,RIOLA,39.1833,-0.3145,5157,15.178153739437395
380,25560,SORT,42.4117,1.1306,635,13.933834953884283
381,47310,CAMPASPERO,41.4922,-4.1954,177,18.071328134251857
382,47230,MATAPOZUELOS,41.4145,-4.7899,1520,21.601859232514805
383,36400,"PORRIÑO, O",42.2603,-8.4818,4555,14.29330644816171
384,16100,VALVERDE DE JUCAR,39.7187,-2.2214,340,18.829449952687032
385,17474,TORROELLA DE FLUVIA,42.1867,3.034625,13878,13.689925718151192
386,18680,SALOBREÑA,36.745149999999995,-3.5943500000000004,3438,21.200180473458396
387,08518,GURB,41.9333,2.0667,472,15.640023819709862
388,28720,BUSTARVIEJO,40.8585,-3.71,4518,12.78864695719363
389,23004,JAEN,37.7692,-3.7903,8085,13.969645937538951
390,41660,VILLANUEVA DE SAN JUAN,37.0495,-5.1754,688,16.03341913960523
391,50290,EPILA,41.6005,-1.2801,1243,18.922735219402796
392,13740,TORRENUEVA,38.6403,-3.3633,2846,14.60484036629537
393,28690,BRUNETE,40.4049,-3.9993,27058,11.397707947113519
394,08552,TARADELL,41.8723,2.2869,5782,15.953697270524806
395,49021,ZAMORA,41.5063,-5.7446,5312,18.79493795198635
396,23180,FUERTE DEL REY,37.8749,-3.8839,380,15.23618189819138
397,08573,ORIS,42.0597,2.2207,1732,15.965313386022679
398,42100,AGREDA,41.8559,-1.9224,145,17.497962594825456
399,08610,AVIA,42.0667,1.85,1683,14.818460227676432
400,44570,CALANDA,40.9405,-0.231,965,29.432401147380954
401,08612,MONTMAJOR,42.019,1.7361,1486,14.790959832231938
402,36691,SOTOMAYOR,42.3358,-8.5962,2027,15.429439761859706
403,16003,CUENCA,40.06,-2.1397,8676,13.549381491718139
404,44460,SARRION,40.1333,-0.8167,281,15.099591247295319
405,14200,PEÑARROYA-PUEBLONUEVO,38.304,-5.2696,837,23.223801392506022
406,41760,"CORONIL, EL",37.0789,-5.6346,2517,14.322921816241024
407,39593,ROIZ (VALDALIGA),43.31677142857143,-4.305942857142857,1672,14.182973299127536
408,44540,ALBALATE DEL ARZOBISPO,41.1217,-0.5114,270,17.63619777758639
409,21360,"REPILADO, EL",37.9273,-6.771,656,20.03594440411721
410,50006,ZARAGOZA,41.6398,-0.8902,59646,11.405805834242539
411,28630,VILLA DEL PRADO,40.2785,-4.3053,1826,12.88555002589617
412,27297,LUGO,43.008680000000005,-7.56142,9951,17.624540899972914
413,37250,ALDEADAVILA DE LA RIBERA,41.12655,-6.52035,137,28.977897818397516
414,08696,"POBLA DE LILLET, LA",42.2641,1.9954,130,14.010526590413178
415,33790,PUERTO DE VEGA,43.56088,-6.64522,413,26.731516461320577
416,08710,SANTA MARGARITA DE MONTBUY,41.55,1.6167,5167,16.0775763704454
417,14830,ESPEJO,37.6804,-4.5537,1954,17.44686515823773
418,15882,PUENTE LEDESMA (BOQUEIJON),42.8,-8.3333,890,17.03507239811604
419,14003,CORDOBA,37.8916,-4.7727,24226,11.992864954283885
420,32644,CALVOS DE RANDIN,41.9479,-7.896,752,21.397024560093946
421,40446,MARTIN MUÑOZ DE LAS POSADAS,40.9955,-4.5967,1171,24.372621895149063
422,32200,CORTEGADA,42.2526,-8.1466,762,17.933667360237454
423,27324,SEOANE (FOLGOSO DE CAUREL),42.653,-7.15535,206,23.732263896479992
424,45519,NOVES,40.0138,-4.294,5908,6.880976858477147
425,49140,TABARA,41.8246,-5.9642,178,24.431105960016918
426,14440,VILLANUEVA DE CORDOBA,38.3228,-4.6287,300,23.22380139250602
427,13200,MANZANARES,38.99925,-3.3709,2173,13.614039069723189
428,21510,SAN BARTOLOME DE LA TORRE,37.4452,-7.106,1544,14.857541552201797
429,08783,MASQUEFA,41.5012,1.8142,11913,14.109012483816093
430,36960,SANXENXO,42.4098,-8.7759,3257,12.670788373208286
431,37797,CALZADA DE VALDUNCIEL,41.0866,-5.7022,324,25.44361076444382
432,28190,Montejo de la Sierra,41.0884875,-3.41745,78,10.940574197355659
433,10891,ELJAS,40.2168,-6.8459,556,23.047004112423217
434,28890,LOECHES,40.3846,-3.4139,52022,11.784063277259634
435,08798,SANT CUGAT SESGARRIGUES,41.3646,1.751,17076,11.54906272149455
436,13330,VILLANUEVA DE LA FUENTE,38.6946,-2.6964,821,14.294789964659854
437,28742,LOZOYA,40.9202,-3.7886,233,14.40133235718062
438,08028,BARCELONA,41.378,2.1278,189246,10.319514487333311
439,13170,MIGUELTURRA,38.9646,-3.8899,1255,12.174734786538435
440,36600,VILLAGARCIA DE AROSA,42.5963,-8.7643,2906,14.052060694623963
441,31798,PAMPLONA,42.95762222222223,-1.601711111111111,454,18.84408094272413
442,36005,PONTEVEDRA,42.431,-8.6444,7939,12.189498675307512
443,28730,BUITRAGO DEL LOZOYA,40.9909,-3.6337,646,15.45536728348324
444,43700,"VENDRELL, EL",41.2262,1.5329,13492,12.244490616464997
445,46171,CASINOS,39.6993,-0.7077,734,14.958644885330331
446,10850,HOYOS,40.1712,-6.7209,265,17.36671154895479
447,46450,BENIFAYO,39.2844,-0.426,5142,14.954747293657986
448,10370,DELEITOSA,39.6435,-5.6455,223,15.509941320503046
449,28722,VELLON (EL),40.7677,-3.5346,4727,14.933378969820208
450,37720,PUERTO DE BÉJAR,40.3388,-5.8767,3467,12.934342066030105
451,14650,BUJALANCE,37.89544,-4.38068,890,20.63555226630679
452,21639,CANDON,37.3906,-6.7389,1566,17.08656073190069
453,14800,PRIEGO DE CORDOBA,37.4394,-4.195533333333333,1604,22.293910715704307
454,12192,VILAFAMES,40.1167,-0.05,1983,14.097626844720017
455,33592,NUEVA LLANES,43.4297,-4.921383333333334,716,22.25236179524445
456,50637,REMOLINOS,41.8391,-1.177,2823,19.707462517957836
457,16444,CERVERA DEL LLANO,39.7831,-2.4202,549,19.91605300120964
458,40320,CANTALEJO,41.2582,-3.927,816,16.580513535368198
459,23460,PEAL DE BECERRO,37.9134,-3.1215,1260,18.27214166062303
460,33520,NAVA,43.3586,-5.5079,4061,17.773729616218862
461,27500,CHANTADA,42.6811,-7.7835,420,24.31323897916749
462,16230,VILLANUEVA DE LA JARA,39.4333,-1.9333,642,13.6377726617793
463,26144,GALILEA,42.33453333333333,-2.239333333333333,855,16.37788968213617
464,25003,LLEIDA,41.6135,0.6147,14219,12.944611970872037
465,17532,PUIGCERDA,42.3505,1.9718,1874,13.314901816589138
466,45578,CAMPILLO DE LA JARA (EL),39.5892,-5.0553,313,14.538595592029536
467,43596,HORTA DE SAN JUAN,40.95,0.3167,1284,12.658955084272648
468,39697,SOTO IRUZ,43.25605,-3.948,2769,11.949711270301938
469,09100,MELGAR DE FERNAMENTAL,42.4044,-4.2448,377,18.682913787698222
470,27380,PARGA (SAN ESTEBO),42.8114,-7.438300000000001,1237,22.65852114502335
471,09006,BURGOS,42.3558,-3.6834,13067,15.77858771507764
472,50450,MUEL,41.4671,-1.0848,348,16.438071071186034
473,21730,ALMONTE,37.2605,-6.5173,2216,12.273364856737293
474,09292,MONASTERIO DE RODILLA,42.440961538461536,-3.4206692307692306,2087,17.36317991710807
475,45007,TOLEDO,39.8581,-4.0226,6682,6.961401136056506
476,26300,NAJERA,42.4182,-2.7287,724,16.342922296523422
477,09197,VILLALBILLA DE BURGOS,42.40595,-3.7228,576,14.832989100455983
478,50191,JUSLIBOL,41.625,-1.0346,3527,15.121681652375973
479,16400,TARANCON,40.0085,-3.0073,2021,21.00213451612835
480,09342,SANTA MARIA DEL CAMPO,42.10456666666666,-4.025066666666667,211,22.11330599400847
481,26121,VIGUERA,42.308675,-2.54255,391,17.368424244583597
482,46512,FAURA,39.7257,-0.2642,5177,14.447572384075425
483,25332,FULIOLA,41.71695,1.0109,1585,13.557910681650833
484,09540,TRESPADERNE,42.79805,-3.4051,57,17.448864160211254
485,17252,SAN ANTONI DE CALONGE,41.8457,3.0997,11363,13.919173277931252
486,09560,ESPINOSA DE LOS MONTEROS,43.0775,-3.5536,683,15.0516404614194
487,50170,MEQUINENZA,41.3748,0.3023,1919,18.229237196984485
488,42142,ESPEJÓN,41.79814,-3.2261,194,15.935153155087537
489,42148,CASAREJOS,41.7671875,-2.975025,776,17.505630975046035
490,09670,QUINTANAR DE LA SIERRA,41.9829,-3.0377,171,17.202753109768334
491,25720,BELLVER DE CERDAÑA,42.3667,1.7833,352,15.132099435748888
492,19283,ANGUITA,41.02736,-2.3947,960,28.348987661708897
493,10004,CACERES,39.4765,-6.3722,7437,11.930444600536678
494,43320,PRATDIP,41.06856666666667,0.8563666666666667,2766,12.894194866913127
495,27200,PALAS DE REI,42.8895,-7.8954,500,24.043874800919284
496,10110,MADRIGALEJO,39.1376,-5.6284,280,17.723439219323968
497,10189,ZARZA DE MONTANCHEZ,39.2898,-6.018233333333334,1173,18.8182995064428
498,15670,"BURGO, EL (CULLEREDO)",43.3167,-8.3667,36166,12.82038666787697
499,32514,FEAS (BOBORAS),42.49600789473684,-7.930907894736842,814,19.548463927591808
500,15959,OURENSE,42.5833,-8.95,10697,15.753827343982369
501,10140,GUADALUPE,39.4522,-5.3268,634,18.237060960916324
502,24398,ALMÁZCARA,42.588,-6.492133333333332,580,20.166890815191838
503,49519,RABANALES,41.74326,-6.28444,301,22.481643943680112
504,25552,VILALLER,42.4798,0.72525,359,11.999271400243789
505,47014,VALLADOLID,41.64,-4.7542,27380,15.55610543509934
506,26511,"VILLAR DE ARNEDO, EL",42.3209,-2.0953,803,18.35752032008332
507,10184,TORREMOCHA,39.3459,-6.1733,711,20.42607568710053
508,33555,CARREÑA DE CABRALES,43.317,-4.861716666666667,657,22.23634642384439
509,19115,ALMOGUERA,40.2972,-2.9819,585,18.231749568567665
510,21130,MAZAGON,37.1142,-6.7644,1357,15.040168001810665
511,23770,MARMOLEJO,38.0451,-4.1712,2141,14.231299137464232
512,16441,VILLAS VIEJAS,39.859,-2.7147,633,21.511269348424758
513,45214,CEDILLO DEL CONDADO,40.1126,-3.9213,3576,7.23268857668668
514,17520,PUIGCERDA,42.4242,1.9203,1792,15.854045064675402
515,10210,MADROÑERA,39.4254,-5.7558,176,16.86040739956065
